's,0.015068503,-0.013707774,-0.012715647,-0.04687465,-0.06827808,-0.011223686,-0.003641394,0.0884851,0.013555365,-0.040213097,0.013279696,-0.053916767,-0.03150485,-0.08862756,-0.06486987,-0.066903934,-0.0666754,-0.009457043,-0.03673042,-0.04028938,0.002692043,0.011026658,-0.0014442615,-0.007019161,-0.046545386,-0.039112788,0.0065625967,-0.10990091,-0.047166903,0.05811121,0.020337215,0.009107695,0.049882192,0.031000502,0.034324978,-0.031394076,-0.034435384,-0.05523381,-0.08581649,-0.13116789,0.014146048,0.053514007,-0.0311661,-0.04127646,-0.06606697,0.026171336,0.033136405,-0.01184322,0.06974944,0.06917064
on,0.036282346,0.05885564,-0.0020888837,0.060045358,-0.0075679603,-0.08561479,0.02633613,0.054796066,0.008321807,0.05122152,-0.07667656,0.057516366,-0.044106256,-0.058738787,0.038439527,0.0017992568,0.019979304,0.04118117,0.018135179,-0.02370048,0.026651928,-0.027496226,0.0643547,0.04933554,-0.0017626497,-0.055943474,0.011056062,-0.014588225,0.018997865,0.017529126,0.06513574,-0.02329675,-0.036448043,0.0029306347,0.02765204,0.015553506,-0.031077111,0.09678803,0.011029291,-0.0057482505,0.032191828,-0.0061808373,-0.10988606,-0.08186882,0.01087471,-0.032946996,0.058655385,0.025659518,-0.011530723,-0.042558424
for,0.037836235,0.0523082,-0.11134971,0.03501126,-0.024559038,-0.025681073,-0.014094695,0.0047012465,0.06313464,-0.038067274,0.028147453,0.0035758954,0.026528371,-0.041399233,-0.03833361,-0.033947647,0.029782878,-0.017754674,0.040909696,-0.024218919,-0.08072568,0.002958254,-0.05672349,0.022604648,0.008788642,-0.116196066,0.07104119,-0.10097273,-0.032017235,0.10972117,0.053467788,0.019738331,0.048288025,0.019947456,0.09501975,0.007347524,-0.04423323,0.010603914,-0.07055655,-0.092151664,-0.01570492,0.014241184,-0.033703495,-0.1325958,-0.03905801,0.065951,0.03429415,-0.01662318,0.008700845,0.05063675
has,-0.020247547,0.036699343,0.06089113,0.057088524,0.06789975,0.031433206,-0.06096473,0.026804332,-0.019190686,0.053058017,-0.055113673,0.051163495,-0.08329553,0.10141485,0.033287663,0.1322505,0.009716364,0.1085895,0.10568908,0.037534654,0.09048252,-0.042351723,0.07806202,-0.10796019,0.067447536,0.07538587,-0.016034039,-0.016289856,0.08408301,-0.0074928175,-0.0072390744,0.056874875,0.048867743,0.018856505,-0.039231893,0.024682472,0.042532362,0.03461777,0.07504843,-0.022601357,0.11674551,-0.10293749,-0.16077684,0.07913393,0.05198131,-0.029201496,-0.10501167,0.04926698,-0.04894568,-0.11095416
with,0.1066972,-0.04524924,-0.07001191,-0.15973338,-0.051384278,0.10689512,0.10666174,-0.12755087,0.06052161,-0.13005708,0.0058159404,-0.018753156,0.043504316,-0.09938174,0.018007902,-0.07857765,-0.03059542,-0.13493608,-0.047826998,-0.030134099,-0.122007646,0.11691689,-0.049941838,0.121112265,-0.037933063,-0.06991161,-0.0005920994,0.035299875,-0.15283898,0.08970673,0.016019152,-0.12301728,0.009987973,-0.034933068,0.056880113,-0.11776347,-0.11092385,0.049152944,-0.0039023166,-0.069021925,-0.07782921,0.13978548,0.11082316,0.019070206,-0.0163082,0.033650536,0.09968521,0.03944963,0.049363095,0.06349564
this,0.066421255,-0.038532373,-0.08609433,-0.1469321,0.002770309,-0.13282357,0.11431121,-0.0018692584,0.10852179,-0.019775346,0.012038846,-0.03070537,0.07921459,-0.10162081,-0.045096535,-0.05796288,-0.05834589,-0.12826502,-0.06032514,-0.12218658,-0.11674534,0.08915286,-0.04733053,0.09616277,-0.03111028,-0.0367538,0.08393106,0.030986361,0.037311316,0.014180008,0.07534572,-0.10832978,-0.089441866,-0.11101932,0.092921294,-0.039635547,-0.08808363,-0.0017536208,-0.12661973,-0.018772233,-0.11832434,0.09718288,0.03963266,-0.10415622,-0.1744087,0.10069153,0.10896637,0.047762316,0.08284936,0.030307394
have,-0.052483525,-0.096987106,0.032167584,-0.04995029,0.0031272436,-0.037773754,0.0024161742,0.0069469134,-0.023826392,0.057186913,-0.039732378,0.08172233,-0.029477885,-0.0005723703,-0.031121977,0.13126402,0.048363443,0.021319812,0.06473605,0.095396884,-0.06908716,-0.042645607,0.034242276,-0.018658752,-0.028732864,-0.023176331,-0.06175368,0.084483184,-0.024786118,-0.014840639,-0.01385859,-0.0053878664,0.12212871,0.02674128,-0.029366704,0.03673125,-0.010364636,0.009287093,-0.082184,0.063482516,0.02156505,0.019622793,-0.12810759,0.012245692,0.059309993,-0.016824538,-0.03419627,-0.09278441,0.003745221,0.040123597
will,0.048100587,0.021620348,-0.047900483,-0.012780391,0.08840325,0.055520806,0.058510546,0.17056131,0.011736056,0.023236964,-0.03462845,0.03345875,0.0030639924,-0.010346787,0.07465631,0.056449205,0.06369721,-0.049273234,0.018010035,0.058753382,-0.062080815,-0.047367144,0.063080415,-0.023288187,0.028558876,-0.044723023,-0.022855615,-0.016655019,-0.023349341,-0.012833117,0.014177711,-0.0019736933,0.06655514,0.042639002,-0.04674085,-0.033378508,-0.011354587,0.031189786,-0.036247116,-0.06771692,0.039578725,-0.028104635,-0.0847577,0.029121926,0.05349083,-0.049741212,-0.010349898,-0.058820926,-0.06603453,-0.057273936
by,0.11106253,0.00083977316,-0.082984746,-0.06519184,0.026857456,-0.00040545844,0.09651848,0.007840537,0.10565934,-0.07945209,0.04043391,-0.055491693,0.014658181,-0.05756142,-0.03313981,0.01597652,-0.011674211,-0.044584323,-0.067102976,0.00325148,-0.098502815,0.058874656,-0.03675908,0.06334765,-0.028436918,-0.09753367,0.020846622,-0.08817437,0.017092071,0.04902634,0.077280074,-0.05183998,-0.024023443,0.05735301,-0.027467687,-0.0421169,-0.020581227,-0.00036464544,-0.034042925,-0.05009455,-0.008103811,0.055545755,0.046660777,-0.0016953119,-0.028527573,0.0700489,0.022478964,0.017105544,0.013734762,0.042427454
be,-0.07724341,0.09844804,0.07230809,0.10503141,0.07016135,0.039768565,-0.034024484,-0.11987032,-0.09423321,0.0332329,-0.07117639,0.052590054,-9.131849e-05,0.022658788,0.025067447,0.11444673,0.104014814,0.034050263,0.11865043,0.10131108,8.474419e-05,-0.068772666,0.087021925,-0.12829867,0.15686768,0.03414862,-0.12088519,0.055363454,0.04447614,-0.029242862,-0.14011559,0.0700079,0.07639333,0.042916644,-0.07794249,0.097866066,0.009246312,0.026935028,0.07775097,-0.0095759155,0.12821235,-0.03522965,-0.10238979,0.05060987,0.0849428,-0.13527699,-0.121097356,-0.07124264,-0.059444394,-0.045510113
as,0.059610423,-0.071325816,0.030739663,-0.069028094,0.09734301,0.12813756,0.028963085,0.09356745,-0.08825349,0.010904016,-0.09539646,0.058463823,0.039201617,0.029383507,-0.034728225,0.09808192,0.05461092,-0.019537507,-0.050166886,0.08158096,-0.119712956,-0.029608326,-0.033553112,-0.026105009,-0.0151441805,0.0029404252,-0.047853656,0.11752892,-0.06808482,0.037062388,-0.04721748,-0.02036143,0.16783302,0.037692405,-0.07097013,0.0020627456,0.069425665,-0.08775598,-0.0047053625,0.014804502,0.021164972,0.0746037,0.035032175,0.024429603,0.08896615,-0.028169446,-0.015399012,-0.0016773742,-0.0041069365,0.008274219
are,-0.083306156,0.1201029,0.0672088,0.003789115,0.09069719,0.057268523,0.00011388166,0.10200172,-0.031910352,0.085346505,-0.100900315,0.09132773,-0.01347405,0.03429327,0.12837972,0.13856858,0.06835068,0.055702955,0.08126688,0.07535205,-0.06346116,-0.074865185,0.020644085,-0.085100144,0.13779303,0.03280753,-0.05962482,0.08772666,0.06529036,-0.04677002,-0.013372591,0.06439771,0.13956273,0.18506494,-0.04209211,0.07738413,0.014603808,0.011235333,0.0050952043,0.07970388,0.077435374,0.011080326,-0.07317847,0.05009714,0.06291414,-0.0791599,0.0018795285,-0.04977947,-0.086031586,-0.063609466
it,0.00816985,0.023265965,-0.0011021491,-0.006397143,-0.11053602,-0.19810608,0.05448799,0.07169289,0.05731614,0.009837327,0.018245561,-0.033256166,-0.12209234,-0.08585106,-0.055349015,0.03293581,-0.05356504,-0.09862719,-0.046286218,-0.05853452,-0.05655181,-0.06767969,0.042204227,-0.014246755,0.002492753,-0.012275664,0.011833574,0.003543337,-0.030766455,-0.049010452,0.12835954,-0.04952119,-0.09407745,-0.03672719,0.07917211,-0.059153073,-0.08453052,0.079271875,-0.04009531,-0.09392849,0.02394958,-0.051415082,-0.009761969,-0.053751443,-0.10313054,-0.055632655,0.15086114,0.08108861,0.015160599,0.0015453547
people,-0.06844218,0.18406299,0.1287007,0.037652172,0.022651099,0.0018795818,-0.01888755,-0.14536877,-0.07493752,0.09415545,0.007953847,0.042936027,-0.08478798,0.02234606,0.070961826,0.14618774,0.08642169,0.10174149,0.11096207,-0.0019697794,0.048814178,-0.0043285717,0.0929996,-0.10065088,0.15544865,0.018080875,-0.08953673,0.12153605,-0.03270369,-0.04337114,-0.115003705,0.12872577,-0.009147487,0.0020414242,-0.025418917,0.07510822,0.037595112,-0.095176816,0.018162526,0.035055187,0.057421368,-0.07830428,-0.108692124,0.09598365,0.047804393,-0.14284413,-0.11201047,-0.018266322,-0.035679124,-0.055160638
taiwan,0.068823144,-0.08273259,-0.114152454,-0.109550506,-0.045172915,-0.10473432,0.110622965,-0.08919681,0.12689961,-0.03501526,0.18457758,-0.1300625,0.09469612,-0.13054387,-0.07180723,-0.15207897,-0.17767724,-0.17882442,-0.09911803,-0.07119186,-0.14172252,0.24211277,-0.04115194,0.07017115,-0.035747934,-0.055977184,0.10813149,-0.10821092,0.006271394,0.07908443,0.017523784,-0.16467161,-0.20281643,-0.141858,0.060564157,-0.112135,-0.20399849,-0.053253353,-0.10260917,-0.043520447,-0.06899187,0.18402664,0.070700385,-0.07596396,-0.11459913,0.15641612,0.06678112,0.124116845,0.12036586,0.16667011
he,0.004530009,-0.013322715,-0.010159095,-0.09868139,0.037135348,0.082762234,0.006498401,0.11362704,-0.10956882,-0.03108618,-0.087692656,-0.0021767546,-0.00069673825,0.008013783,-0.05652297,0.049392477,-0.017731179,-0.0024253947,-0.04375113,0.017342588,-0.112961,-0.009951727,-0.08433941,0.010662646,-0.018527355,-0.05148275,-0.076501586,0.14482188,-0.18019837,-0.00960449,-0.07892697,-0.04187644,0.08725843,0.034587905,-0.027117332,0.046362393,0.03005119,0.044241447,-0.030641925,0.039129674,0.010344183,0.06887794,-0.0038844575,-0.03350182,0.061686657,0.0073329564,-0.003612417,0.038989235,-0.016054502,0.036452092
development,-0.001142364,0.004132668,-0.018029954,0.0041801883,-0.051170986,-0.13499428,0.00051748345,-0.09599667,0.08651881,-0.051385153,-0.07419656,-0.046517354,0.030932914,-0.13104248,-0.031215373,0.003981335,-0.065897815,0.0039209435,-0.10915072,-0.10719441,0.15314822,-0.0584935,-0.019237762,0.020036165,-0.03837726,-0.07833689,0.0511355,-0.098148145,-0.0195984,0.011341407,0.045826524,-0.06137837,-0.054263465,-0.06044014,0.03083183,-0.06616981,-0.07785942,0.07142154,-0.049812824,-0.15895432,-0.039703783,-0.006288191,-0.051405206,-0.09064333,-0.11332013,0.020176776,0.056724377,0.04956152,0.100075915,-0.015675874
at,0.02560705,0.068955414,0.03482846,-0.10947577,0.09363759,-0.062168732,0.10215574,0.271459,0.012063739,-0.021404713,-0.09401307,0.06953291,0.064119965,0.049310718,0.09711725,0.053022765,0.123968504,0.04122959,-0.04210657,-0.028797269,-0.0047059897,-0.046056952,0.040990233,-0.10992475,0.02196186,-0.008054243,0.034093715,0.078705974,-0.01434072,-0.068586804,-0.048591893,-0.044224214,0.014173464,0.11823446,-0.07943051,0.032465927,0.025091797,-0.12052199,-0.0056795157,0.06843266,0.0036193007,-0.015048473,-0.024942694,0.02099357,0.0034442302,-0.01992392,-0.069524564,-0.08142311,-0.05185494,-0.013180232
we,0.022329891,-0.074533634,-0.018561237,-0.09211424,0.008533822,-0.0057688653,-0.006329296,-0.031234903,0.037690565,-0.010812024,-0.01959348,-0.06270041,0.1356789,0.02377328,-0.10817871,0.009769125,-0.026715143,-0.0055954834,-0.05484709,-0.0011386838,0.0039514354,0.046679944,-0.016606918,-0.0028940933,-0.042636126,-0.01596881,0.064666666,0.0032115884,-0.041668627,-0.0031746658,0.061473735,-0.025980363,-0.057075404,-0.06873744,0.025528882,-0.05309708,-0.023906132,0.047409944,-0.037970405,-0.084607184,0.023016432,0.016684232,0.032259002,-0.009000831,0.033431914,0.085128605,0.056268223,0.019171845,0.033023816,0.00029132282
not,-0.07893326,0.10776369,0.012025946,0.10063168,-0.033721276,0.030849835,-0.014775692,0.084315926,0.008066105,0.042394865,-0.0531275,0.013331909,-0.042938504,0.04866162,0.03338806,0.056918655,0.02877032,0.018326107,0.053335592,0.05531624,0.0027191862,-0.06940607,0.03591328,-0.056186035,0.05225517,0.00996074,-0.04028902,-0.0010845087,-0.0042412356,-0.012883809,-0.028828612,0.089427724,0.037187785,0.03084209,-0.06474641,0.07007818,-0.023766378,0.027308345,0.060448587,-0.08932389,0.12016504,0.0061938297,-0.12974216,0.011239755,0.05829919,-0.05323694,-0.06442968,-0.0006915456,-0.0030601728,-0.038239226
us,0.16738568,-0.17377223,-0.019260636,-0.07739875,-0.15798314,-0.18227738,0.11023437,-0.12888946,0.13755526,-0.09975808,0.029732168,-0.07661447,0.028797558,-0.15763132,-0.063792974,-0.14143698,-0.11879233,-0.17841546,-0.14987722,-0.10095286,0.029076962,0.004029391,-0.1178703,0.1584828,-0.10743206,-0.07783532,0.1642856,-0.12040967,-0.07532185,0.053541586,0.07630026,-0.11121199,-0.04753694,-0.06425296,0.11734699,-0.11462798,-0.10675961,0.11958789,-0.057524417,-0.20683143,-0.15534243,0.10800644,0.035924412,-0.16602556,-0.11692177,0.15005413,0.09747899,0.04007053,0.123770095,0.19103205
said,-0.01173109,0.06453329,-0.052905392,-0.04094893,0.13355498,-0.11584239,0.05358268,0.15387802,0.034083113,0.01772012,-0.0982103,0.078046,0.041680515,-0.003016058,0.18578328,0.04424877,0.042172644,0.03556698,-0.046000544,-0.048635412,-0.03500153,-0.12297085,0.048888948,-0.0074479673,0.014403723,0.061851837,-0.019430956,0.060798127,0.016244542,-0.024018565,0.05455913,-0.041444413,-0.035999697,0.029871516,-0.040161613,-0.02524417,0.05498109,0.021120979,-0.0277765,0.06482455,0.036892,-0.076151215,0.02075679,-0.0047950214,-0.05761567,-0.03383431,0.005474536,-0.015671719,-0.0077425414,-0.07974438
an,0.02995463,-0.089417785,-0.09887046,-0.08463028,0.015593883,-0.06491833,0.15661447,0.068395555,0.07815203,-0.03953442,-0.11167512,-0.0014913026,0.08003865,-0.031953778,-0.010404,-0.012545707,-0.00955479,-0.14484063,-0.10221597,-0.03174326,-0.08408748,-0.015183638,-0.042749222,0.022268547,-0.10114082,0.10938324,0.039462708,0.07945047,0.07790785,0.041766316,0.008841113,-0.07645204,-0.07733477,-0.067475185,0.033643108,-0.123749286,-0.06672508,-0.03923991,-0.08596416,0.016380133,-0.15174276,0.009803117,0.03201568,-0.106808275,-0.11326341,0.040055055,0.08188736,-0.046743605,0.007173936,0.06252194
chinese,0.12933293,-0.12030173,-0.18683028,-0.25187692,-0.06351492,-0.034435727,0.16500442,-0.14105064,0.035188686,-0.07720146,0.02615144,-0.09807829,0.045097534,-0.18156417,-0.06998158,-0.10939268,-0.14452942,-0.1420255,-0.12729129,-0.08360295,-0.19662327,0.1892638,-0.1226405,0.19664447,-0.10870118,-0.018354412,0.092721514,0.03717066,-0.089058824,0.077052414,0.05676599,-0.24883053,-0.16417329,-0.15090883,0.16326962,-0.16927284,-0.10234413,0.12657155,-0.15526845,0.06161514,-0.17263795,0.111322336,0.1073443,-0.034256835,-0.12739792,0.1474959,0.21500722,0.11211981,0.1503261,0.032519944
two,0.28199723,-0.3367499,-0.27584672,-0.009948986,-0.33210945,-0.17811587,0.17381224,-0.27294776,0.23738506,-0.35407466,0.17779645,-0.280043,0.24673405,-0.28332755,-0.42313707,-0.28081575,-0.3372418,-0.27294973,-0.34158462,-0.2530701,-0.16053298,0.19416478,-0.3354324,0.30665904,-0.3552472,-0.38735443,0.2776613,-0.32146576,-0.24534929,0.3638066,0.3774781,-0.17219524,-0.28661674,-0.30740568,0.32932678,-0.26765501,-0.292566,0.3576986,-0.29988518,-0.37858206,-0.27277598,0.25412533,0.31543854,-0.4216236,-0.11813951,0.31271097,0.15845788,0.22141165,0.30871415,0.3267893
countries,-0.064002104,0.06731895,0.074133575,0.051569916,0.033596758,0.15723202,-0.082451686,-0.09988783,-0.08077437,0.04216235,-0.04238721,0.07709215,-0.069772005,0.0971546,0.023318622,0.07288013,0.121889286,0.10180145,0.04353298,0.04017197,0.097274244,0.019992929,-0.00080704206,-0.05660836,0.099782094,0.033519737,-0.006070072,0.0060694367,0.052633636,-0.052600432,-0.057096176,0.015195511,0.11238467,0.047079183,0.018907411,0.043150894,0.09134263,-0.062088165,0.024537386,-0.026585141,0.04700703,-0.025961565,-0.065249115,0.05141356,0.078146115,-0.02923259,-0.07877594,-0.04708838,-0.06939165,-0.06268325
all,0.17729539,-0.10921436,-0.13592201,-0.21540602,-0.032607693,-0.15136538,0.1450522,-0.06814387,0.20760533,-0.12240134,0.15318793,-0.17078549,0.04372477,-0.19960986,-0.04253492,-0.11127637,-0.12821598,-0.15786009,-0.09897953,-0.114287235,-0.15077066,0.17183745,-0.11035936,0.10351157,-0.117310435,-0.10118839,0.17100205,-0.081339955,0.06998293,0.14876525,0.071740694,-0.18387978,-0.24238844,-0.12960663,0.117786415,-0.17000443,-0.20222977,-0.10140709,-0.05860317,-0.07794592,-0.15614565,0.13696142,0.117638536,-0.055103023,-0.21722952,0.18846604,0.19240615,0.13285218,0.075214036,0.10835065
new,0.114290655,-0.101575814,-0.15805204,-0.14822261,-0.1569494,-0.12075078,0.12708388,-0.053748246,0.17596398,-0.10653369,0.08727084,-0.124498144,0.055156246,-0.20251673,-0.14098684,-0.1689985,-0.15321232,-0.20816489,-0.10793859,-0.15757528,-0.17910251,0.08747711,-0.10799915,0.1219986,-0.1306273,-0.11822894,0.20579697,-0.19373299,-0.06431147,0.11135081,0.11565688,-0.21795496,-0.13664834,-0.071812265,0.16701919,-0.19174962,-0.17106634,0.06341056,-0.11371938,-0.11148148,-0.14271101,0.18638349,0.16248785,-0.14507586,-0.16320324,0.11620176,0.21859542,0.058502372,0.1163739,0.12479786
also,-0.14806253,0.15286084,0.07057155,0.18191639,-0.00050937745,-0.0042773825,-0.09729389,-0.004719183,-0.08619468,0.10528964,-0.1134448,0.016464226,0.05503782,0.13371381,0.055319954,0.14890009,0.08444931,0.12722461,0.08249554,-0.03818702,0.10634679,-0.07152293,0.083733745,-0.07744725,0.11676905,0.04344965,-0.012025449,0.007989836,0.055388987,-0.05241103,-0.0077735237,0.11817656,-0.04194362,0.03448049,-0.04648924,0.14770561,0.0797995,-0.039006144,0.04903094,0.0022229285,0.13707627,-0.05386776,-0.19503789,-0.039119713,0.10253328,-0.11024381,-0.037097506,-0.02685756,-0.07255277,-0.03609212
from,0.04429479,0.0057375683,-0.10380135,0.039106704,-0.0013600509,-0.060417686,-0.060874425,-0.0646549,0.06625364,-0.07461278,0.09353673,-0.0007945994,0.04788633,0.013399801,-0.022586046,-0.05311585,0.00724478,-0.05856035,-0.036841698,-0.07246611,0.012377933,0.09628849,0.0031527644,0.090514995,0.048897676,-0.13832521,0.049907923,-0.071955346,0.035621166,0.0327814,0.019410428,-0.019044055,0.0009777676,-0.08044047,0.057055824,-0.021765333,-0.13912219,0.097285114,-0.051277984,-0.1412419,-0.015666217,0.10064244,0.09052533,-0.07554756,-0.041920293,0.11410607,0.02154728,0.040942423,0.09227482,-0.00017234181
should,-0.062064223,0.14473465,0.0825351,0.10459793,0.021618465,-0.09387681,0.044014934,-0.1475645,0.010383785,0.1440923,0.090643704,-0.03359426,-0.156247,0.06960533,0.007896646,0.11054199,-0.01897251,0.033519085,0.12704135,0.046590094,0.0058495,-0.026764985,0.107992545,-0.054101627,0.19843675,-0.043750286,-0.11890048,-0.06258493,-0.032655813,-0.12155578,0.0018359234,0.07590091,-0.0006368521,0.03793124,-0.07403804,0.09104905,0.064977124,-0.041368395,0.100525394,-0.012938362,0.15739226,-0.14271884,-0.20396727,0.050624494,0.068447955,-0.18663062,0.0018585806,-0.0044950177,-0.048867207,0.029894494
was,-0.07860598,0.05962051,-0.032585476,-0.004402845,0.030818727,0.068560846,-0.065048315,0.08974745,-0.036707066,-0.010289981,0.046688605,0.053567044,-0.0790284,0.009916011,0.0190287,0.096902475,0.10570767,0.04727559,0.07790635,0.09234388,-0.058231007,-0.034651868,0.042445876,-0.04609825,0.048083514,0.00015005938,-0.026884232,0.039520696,-0.07986816,0.04514926,-0.06860183,-0.022419412,0.13116755,0.084550604,-0.015964791,0.031297762,-0.050360136,0.037688594,-0.040000353,-0.011966225,0.10979266,0.012829869,-0.018306434,0.021632444,0.049293146,-0.047718897,0.020623915,-0.020978566,0.013639186,-0.067759305
